link,candidate,ReportName,ReportLink,reportType,start of period,End of period,Due Date,Filed Date,amended,document image,Year
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/231955/214/0/20778/0,231955,Fourth Quarter Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/04aba789-198d-4854-859a-e4c901bff31a.pdf,Candidate (CC&E) Report,10/1/2017,12/31/2017,1/15/2018,3/14/2018,TRUE,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/231955/214/0/20778/0,231955,January Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/c8375c2a-267d-498f-8f90-9fff1874cad9.pdf,Candidate (CC&E) Report,1/1/2018,1/31/2018,2/15/2018,2/15/2018,TRUE,TRUE,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232036/214/177725/20775/0,232036,June Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/4d892d64-b84e-4b8f-bc3b-09517f08bd2c.pdf,Candidate Final Finance Report,5/23/2018,6/30/2018,7/16/2018,7/10/2018,TRUE,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232036/214/177725/20775/0,232036,Final Report - Primary,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/bcb02e97-39ca-4181-8815-e7be5f3c01bf.pdf,Candidate Final Finance Report,5/13/2018,5/22/2018,7/2/2018,6/14/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232036/214/177725/20775/0,232036,10-Day Preelection - Primary,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/53cd8afe-06cd-44c9-8eca-fff12e1ca2b7.pdf,Candidate (CC&E) Report,4/1/2018,5/12/2018,5/15/2018,5/11/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232036/214/177725/20775/0,232036,March Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/6c25e92f-5b95-4b01-9ea1-f459fb158e26.pdf,Candidate (CC&E) Report,3/1/2018,3/31/2018,4/16/2018,4/13/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232036/214/177725/20775/0,232036,February Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/cd9d8725-c31f-4306-9946-9a14df6138d5.pdf,Candidate (CC&E) Report,2/1/2018,2/28/2018,3/15/2018,3/11/2018,TRUE,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232036/214/177725/20775/0,232036,January Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/81cbdb57-48e6-47df-9463-2272bae242c3.pdf,Candidate (CC&E) Report,1/1/2018,1/31/2018,2/15/2018,3/7/2018,TRUE,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232036/214/177725/20775/0,232036,4th Quarter,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/12876e94-ab20-4fe2-802a-d21dd265b50d.pdf,Candidate (CC&E) Report,10/1/2017,12/31/2017,1/15/2018,3/7/2018,TRUE,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232036/214/177725/20775/0,232036,3rd Quarter,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/07ea49ec-0df7-4902-a161-cac30346b5f1.pdf,Candidate (CC&E) Report,7/1/2017,9/30/2017,10/15/2017,1/10/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232095/214/0/20778/0,232095,Final Report - Primary,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/aaa52932-f3bd-483f-8ad3-dac17ac330bc.pdf,Candidate Final Finance Report,5/13/2018,5/22/2018,7/2/2018,7/29/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232095/214/0/20778/0,232095,June Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/ad8f98af-7758-4881-8cba-186273c4f558.pdf,Candidate (CC&E) Report,5/23/2018,6/30/2018,7/16/2018,7/29/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232095/214/0/20778/0,232095,10-Day Preelection - Primary,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/d527a0a8-ed0e-492d-a43f-9c15721fea59.pdf,Candidate (CC&E) Report,4/1/2018,5/12/2018,5/15/2018,5/9/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232095/214/0/20778/0,232095,March Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/256df6e5-f7e2-4bdf-a00c-9785c4ef4c91.pdf,Candidate (CC&E) Report,3/1/2018,3/31/2018,4/16/2018,5/9/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232095/214/0/20778/0,232095,February Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/7885b238-478d-40bf-81ed-50b0393b693e.pdf,Candidate (CC&E) Report,2/1/2018,2/28/2018,3/15/2018,3/4/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232095/214/0/20778/0,232095,January Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/39e5bf9e-2c55-4899-ae9c-e17368bc4d2e.pdf,Candidate (CC&E) Report,1/1/2018,1/31/2018,2/15/2018,3/4/2018,,TRUE,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232095/214/0/20778/0,232095,Fourth Quarter Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/28916d75-4550-4e14-ae47-b0eb3e9c66f4.pdf,Candidate Final Finance Report,10/1/2017,12/31/2017,1/15/2018,1/25/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232301/214/177735/20775/0,232301,Final Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/5c132fb0-688c-419b-b7f7-655341797b8d.pdf,Candidate Final Finance Report,11/1/2018,12/31/2018,12/31/2018,12/31/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232301/214/177735/20775/0,232301,October Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/6f8d88c9-e36e-4c04-b972-0db35c2805ff.pdf,Candidate (CC&E) Report,10/1/2018,10/31/2018,11/15/2018,11/15/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232301/214/177735/20775/0,232301,September Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/1517325b-0393-4113-a437-f6380eede40b.pdf,Candidate (CC&E) Report,9/1/2018,9/30/2018,10/15/2018,10/15/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232301/214/177735/20775/0,232301,August Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/d6c1d1c1-e858-4fb5-aeff-01f59e4b6f05.pdf,Candidate (CC&E) Report,8/1/2018,8/31/2018,9/17/2018,9/17/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232301/214/177735/20775/0,232301,July Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/08341b11-deae-4651-91ce-a3b9457681b6.pdf,Candidate (CC&E) Report,7/1/2018,7/31/2018,8/15/2018,8/15/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232301/214/177735/20775/0,232301,June Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/5a5a235a-655f-4a51-a49e-a7c3dd3e9e4b.pdf,Candidate (CC&E) Report,5/23/2018,6/30/2018,7/16/2018,7/13/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232301/214/177735/20775/0,232301,Final Report - Primary,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/85af5637-233c-433b-8f49-128e00e56a44.pdf,Candidate Final Finance Report,5/13/2018,5/22/2018,7/2/2018,7/2/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232301/214/177735/20775/0,232301,10-Day Preelection - Primary,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/914e9b8f-1fa5-456f-963c-61f2c62e0cdc.pdf,Candidate (CC&E) Report,4/1/2018,5/12/2018,5/15/2018,5/15/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232301/214/177735/20775/0,232301,March Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/1a626c4a-466f-4905-a758-d442f063ca0e.pdf,Candidate (CC&E) Report,3/1/2018,3/31/2018,4/16/2018,4/16/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232301/214/177735/20775/0,232301,February Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/1efdf3c6-6b72-4916-beb6-b4db5c7380c1.pdf,Candidate (CC&E) Report,2/1/2018,2/28/2018,3/15/2018,3/14/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232350/214/177749/20778/0,232350,Final Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/8def1f59-292a-473c-aa4c-9629764d451c.pdf,Candidate Final Finance Report,11/1/2018,12/31/2018,12/31/2018,12/27/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232350/214/177749/20778/0,232350,October Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/87287ef8-1d4b-4b35-8a43-26a4838fca75.pdf,Candidate (CC&E) Report,10/1/2018,10/31/2018,11/15/2018,11/4/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232350/214/177749/20778/0,232350,September Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/9b096754-2da9-469e-a249-44b2315aae5c.pdf,Candidate (CC&E) Report,9/1/2018,9/30/2018,10/15/2018,9/30/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232350/214/177749/20778/0,232350,August Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/39b61bae-18b0-4fd4-90a8-7a52d95ecdfa.pdf,Candidate (CC&E) Report,8/1/2018,8/31/2018,9/17/2018,9/4/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232350/214/177749/20778/0,232350,July Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/93f4283d-8957-421c-84b1-89ad940e9390.pdf,Candidate (CC&E) Report,7/1/2018,7/31/2018,8/15/2018,8/7/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232350/214/177749/20778/0,232350,June Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/794ba243-ff3c-44eb-b726-376da8b38062.pdf,Candidate (CC&E) Report,5/23/2018,6/30/2018,7/16/2018,7/5/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232350/214/177749/20778/0,232350,Final Report - Primary,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/fdfd1092-7e85-41f8-b330-f6c7f296671c.pdf,Candidate Final Finance Report,5/1/2018,5/22/2018,7/2/2018,6/27/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232350/214/177749/20778/0,232350,April Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/394d0191-b725-4ccd-9957-d15637e84596.pdf,Candidate (CC&E) Report,4/1/2018,4/30/2018,5/15/2018,5/9/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232350/214/177749/20778/0,232350,March Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/940fe794-2d30-4716-8553-e858c68e699d.pdf,Candidate (CC&E) Report,3/1/2018,3/31/2018,4/16/2018,4/9/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232350/214/177749/20778/0,232350,February Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/7957cf29-87f2-4062-b91a-f2be1753063c.pdf,Candidate (CC&E) Report,2/1/2018,2/28/2018,3/15/2018,3/5/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232639/214/177733/20775/0,232639,January Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/3456f7a6-68b8-4b31-9259-25cf0bf8b909.pdf,Candidate Final Finance Report,1/1/2018,1/31/2018,2/15/2018,2/21/2018,,TRUE,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232639/214/177733/20775/0,232639,Fourth Quarter Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/9424cf8c-ec58-4148-9e40-675ecbb644b9.pdf,Candidate (CC&E) Report,10/1/2017,12/31/2017,1/15/2018,2/20/2018,TRUE,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232668/214/177732/20779/0,232668,Final Report - due Jul 2nd,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/13bc0d2a-80ff-4013-a781-32396bbe16fd.pdf,Candidate Final Finance Report,5/1/2018,7/2/2018,7/2/2018,7/4/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232668/214/177732/20779/0,232668,April Monthly (Opposed) - due May 15th,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/84511386-dc24-4206-b10c-13bd1ca0574f.pdf,Candidate Final Finance Report,4/1/2018,5/12/2018,5/15/2018,7/4/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232668/214/177732/20779/0,232668,March Monthly - due Apr 16th,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/a790865d-5a75-4a1a-a29a-7446bac99087.pdf,Candidate Final Finance Report,2/14/2018,3/31/2018,4/16/2018,6/29/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232668/214/177732/20779/0,232668,Final Report Primary (Unopposed) - due Mar 30th,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/78203af7-e075-4230-93c8-a25705aa1c4b.pdf,Candidate Final Finance Report,2/1/2018,2/13/2018,3/30/2018,3/30/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232668/214/177732/20779/0,232668,Final Report Primary (opposed) - due Mar 30th,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/43e8a104-9686-4569-b11a-e97af87cdf27.pdf,Candidate Final Finance Report,2/4/2018,2/13/2018,3/30/2018,2/23/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232668/214/177732/20779/0,232668,January Monthly (Unopposed) - due Feb 15th,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/37fe8144-ba70-4b5f-a7d3-ce7c744c8f06.pdf,Candidate (CC&E) Report,1/1/2018,1/31/2018,2/15/2018,2/22/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232668/214/177732/20779/0,232668,Fourth Quarter (due Jan 16th),https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/5acb9524-90d8-45dd-b199-941d24eda766.pdf,Candidate (CC&E) Report,10/1/2017,12/31/2017,1/16/2018,2/15/2018,TRUE,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232668/214/177732/20779/0,232668,Preelection Report (Opposed) - due Feb 6th,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/0fd30cda-9923-49fb-8249-ce8e0b0dc3f8.pdf,Candidate (CC&E) Report,1/1/2018,2/3/2018,2/6/2018,2/5/2018,TRUE,TRUE,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232735/214/0/20775/0,232735,June Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/7bee7a36-9a33-40f4-a50c-f35373ff75be.pdf,Candidate Final Finance Report,5/23/2018,6/30/2018,7/16/2018,6/25/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232735/214/0/20775/0,232735,Third Quarter Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/be290102-d65b-44f9-a156-c6b96493f8a9.pdf,Candidate (CC&E) Report,7/1/2017,9/30/2017,10/15/2017,6/25/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232735/214/0/20775/0,232735,Final Report - Primary,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/c33a8c8f-b561-4070-9020-555017f2c5eb.pdf,Candidate Final Finance Report,5/13/2018,5/22/2018,7/2/2018,6/23/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232735/214/0/20775/0,232735,10-Day Preelection - Primary,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/bdc33253-7ec2-42cc-b2cf-9474c62e3de2.pdf,Candidate (CC&E) Report,4/1/2018,5/12/2018,5/15/2018,6/23/2018,TRUE,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232735/214/0/20775/0,232735,March Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/8b27587d-dca8-4afb-b6be-0369e378fa76.pdf,Candidate (CC&E) Report,3/1/2018,3/31/2018,4/16/2018,4/15/2018,TRUE,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232735/214/0/20775/0,232735,February Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/bf45f816-def8-4a0b-bcaf-82f5dec93e45.pdf,Candidate (CC&E) Report,2/1/2018,2/28/2018,3/15/2018,3/15/2018,TRUE,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232735/214/0/20775/0,232735,Fourth Quarter,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/072a26bd-c13f-4b0a-8d12-71bf97bf7589.pdf,Candidate (CC&E) Report,10/1/2017,12/31/2017,1/15/2018,3/12/2018,TRUE,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232735/214/0/20775/0,232735,January Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/870d6a92-8578-4c8e-a529-551dd2524696.pdf,Candidate (CC&E) Report,1/1/2018,1/31/2018,2/15/2018,2/14/2018,TRUE,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232768/301/0/20775/0,232768,Final Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/79103667-d8e0-44d7-b509-e9ab2f316846.pdf,Candidate Final Finance Report,5/13/2018,7/2/2018,7/2/2018,7/3/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232768/301/0/20775/0,232768,February Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/221abebd-0f79-4524-a32e-6c6df1fd3bec.pdf,Candidate (CC&E) Report,2/1/2018,2/28/2018,3/15/2018,5/24/2018,TRUE,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232768/301/0/20775/0,232768,March Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/d8f8bf8f-8102-4f1b-ba2e-28b5998d522a.pdf,Candidate (CC&E) Report,3/1/2018,3/31/2018,4/16/2018,5/24/2018,TRUE,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232768/301/0/20775/0,232768,Fourth Quarter Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/128b7284-8dae-453d-8231-71070561f9a7.pdf,Candidate (CC&E) Report,10/1/2017,12/31/2017,1/15/2018,5/21/2018,TRUE,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232768/301/0/20775/0,232768,10-Day Preelection,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/2d3cea7f-d32c-4457-b496-75522332d486.pdf,Candidate (CC&E) Report,4/1/2018,5/12/2018,5/15/2018,5/15/2018,TRUE,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/232768/301/0/20775/0,232768,January Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/4e304d47-32d7-49dc-b887-e4aa24d49098.pdf,Candidate (CC&E) Report,1/1/2018,1/31/2018,2/15/2018,3/15/2018,TRUE,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/230068/215/178025/20779/0,230068,Final primary election (runoff) - due Apr 30th,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/82c70dba-d8a0-42e9-b949-2e8b56931799.pdf,Candidate Final Finance Report,3/4/2018,3/14/2018,4/30/2018,5/2/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/230068/215/178025/20779/0,230068,Final election (Runoff if candidate lost) - due Apr 30th,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/bdf75b58-b55b-4129-8d55-b4bbc680f0e8.pdf,Candidate Final Finance Report,3/4/2018,4/30/2018,4/30/2018,4/30/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/230068/215/178025/20779/0,230068,March Monthly - due Apr 16th,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/5d2266ff-eca4-4ea6-b416-54bb78bfbcfc.pdf,Candidate (CC&E) Report,2/14/2018,3/31/2018,4/16/2018,4/16/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/230068/215/178025/20779/0,230068,Final Report Primary (Unopposed) - due Mar 30th,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/f3659175-0014-4366-bc5f-0cd512c98329.pdf,Candidate Final Finance Report,2/1/2018,2/13/2018,3/30/2018,3/30/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/230068/215/178025/20779/0,230068,Final Report Primary (opposed) - due Mar 30th,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/a2975ded-38d4-4f37-b1ef-5f2bd5d778b7.pdf,Candidate Final Finance Report,2/4/2018,2/13/2018,3/30/2018,3/30/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/230068/215/178025/20779/0,230068,Preelection report (Runoff) - due Mar 6th,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/682cb782-d64e-466f-a252-ffe94826c199.pdf,Candidate (CC&E) Report,2/14/2018,3/3/2018,3/6/2018,3/6/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/230068/215/178025/20779/0,230068,January Monthly (Unopposed) - due Feb 15th,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/7e7ebb68-a9c4-4c8c-a886-c40f37936bc9.pdf,Candidate (CC&E) Report,1/1/2018,1/31/2018,2/15/2018,2/14/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/230068/215/178025/20779/0,230068,Preelection Report (Opposed) - due Feb 6th,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/462ca228-1c28-4b5b-8245-6da591496b4b.pdf,Candidate (CC&E) Report,1/1/2018,2/3/2018,2/6/2018,2/6/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/230068/215/178025/20779/0,230068,Fourth Quarter (due Jan 16th),https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/c8b69f8e-fd46-4f01-bc7f-381041b83c29.pdf,Candidate (CC&E) Report,10/1/2017,12/31/2017,1/16/2018,1/17/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/230135/215/178025/20779/0,230135,Carryover Third Quarter,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/91/05a5e7ad-c80f-4e53-9715-88b21dad141e.pdf,Candidate Carryover Fund Report,7/3/2018,9/30/2018,10/15/2018,7/15/2019,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/230135/215/178025/20779/0,230135,Final Report - due Jul 2nd,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/beb983f5-dd03-4e97-aba7-5467e7708b9d.pdf,Candidate Final Finance Report,5/13/2018,7/2/2018,7/2/2018,6/22/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/230135/215/178025/20779/0,230135,Final primary election (runoff) - due Apr 30th,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/5bd48854-d8ba-4cf7-aa8d-87e0d26cb91b.pdf,Candidate Final Finance Report,3/4/2018,3/13/2018,4/30/2018,5/18/2018,TRUE,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/230135/215/178025/20779/0,230135,Preelection (General),https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/1ba78608-5eaa-470b-8bd7-1fe048441950.pdf,Candidate (CC&E) Report,4/1/2018,5/12/2018,5/15/2018,5/15/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/230135/215/178025/20779/0,230135,Final Report Primary (opposed) - due Mar 30th,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/50acc3c0-8396-405f-9da8-4ef39491649d.pdf,Candidate Final Finance Report,2/4/2018,2/13/2018,3/30/2018,4/19/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/230135/215/178025/20779/0,230135,Preelection report (Runoff) - due Mar 6th,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/b45ead90-f46b-4d91-b3ba-f1c85f5321b5.pdf,Candidate (CC&E) Report,2/14/2018,3/3/2018,3/6/2018,3/6/2018,,,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/230135/215/178025/20779/0,230135,Preelection Report (Opposed) - due Feb 6th,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/67197be7-84da-4d8b-a4eb-cdd6901f6550.pdf,Candidate (CC&E) Report,1/1/2018,2/3/2018,2/6/2018,2/6/2018,,TRUE,2018
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/230135/215/178025/20779/0,230135,Fourth Quarter (due Jan 16th),https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/c0a26ae0-46fc-4cf7-839b-3219e0d36597.pdf,Candidate (CC&E) Report,10/1/2017,12/31/2017,1/16/2018,1/17/2018,,,2018
